"A82019001","DR HORNE 15 SCOTLAND ROAD","Y54","Q74","15 SCOTLAND ROAD","","","CARLISLE","CUMBRIA","CA3 9HR","20040401","","","","A82019","20040401","","01228533872","","","","0","","A","","",""
"A82023001","DR RUDMAN - 65 ARLECDON ROAD","Y54","Q74","65 ARLECDON ROAD","ARLECDON","","FRIZINGTON","CUMBRIA","CA26 3XA","20040401","","","","A82023","20040401","","","","","","0","","A","","",""
"A82023002","DR RUDMAN - ST MARK'S METHODIST CHURCH","Y54","Q74","ST MARK'S METHODIST CHURCH","MORESBY PARKS ROAD","MORESBY PARKS","WHITEHAVEN","CUMBRIA","CA28 8XG","20040401","","","","A82023","20040401","","","","","","0","","A","","",""
"A82024001","DR B WALKER CHAPEL LANE","Y54","Q74","BOOTLE SURGERY","CHAPEL LANE","","BOOTLE","CUMBRIA","LA19 5UE","20040401","","","","A82024","20040401","","01229 718711","","","","0","","A","","",""
"A82026001","DR HOWSE","Y54","Q84","HELME CHASE SURGERY","BURTON ROAD","","KENDAL","CUMBRIA","LA9 7HR","20040401","","","","A82026","20040401","","01539 722124","","","","1","","B","","",""
"A82030001","WEST VIEW SURGERY","Y54","Q84","LANCASTER ROAD","HORNBY","","LANCASTER","LANCASHIRE","LA2 8JS","20050401","","","","A82030","20050401","","","","","","1","","B","","",""
"A82031002","DR DUNNING - ORTON SURGERY","Y54","Q74","ORTON SURGERY","MARKET HALL","ORTON","PENRITH","CUMBRIA","CA10 3RQ","20040401","","","","A82031","20040401","","","","","","0","","A","","",""
"A82031003","DR DUNNING- TEBAY SURGERY","Y54","Q74","TEBAY SURGERY","CHURCH STREET","TEBAY","PENRITH","CUMBRIA","CA10 3SP","20040401","","","","A82031","20040401","","","","","","0","","A","","",""
"A82034001","DR GORRIGAN JH & PARTNERS","Y54","Q84","VILLAGE HALL","ENDMOOR","","KENDAL","CUMBRIA","LA8 0HH","20040401","","","","A82034","20040401","","","","","","1","","B","","",""
"A82034002","DR GORRIGAN JH & PARTNERS","Y54","Q84","THE INSTITUTE","","","LEVENS","CUMBRIA","LA8 8PU","20040401","","","","A82034","20040401","","","","","","1","","B","","",""
"A82034003","DR J H GORRIGAN & PARTNERS","Y54","Q84","MEMORIAL HALL","MAIN STREET","BURTON","CARNFORTH","LANCASHIRE","LA6 1NA","20141001","","","","A82034","20141001","","01539 563307","","","","1","","B","","",""
"A82044001","CLEATOR MOOR SURGERY","Y54","Q74","BIRKS ROAD","","","CLEATOR MOOR","CUMBRIA","CA25 5HP","20040401","","","","A82044","20040401","","","","","","0","","A","","",""
"A82044002","BEECH HOUSE","Y54","Q74","BEECH HOUSE MEDICAL CENTRE","ST. BRIDGETS LANE","","EGREMONT","CUMBRIA","CA22 2BD","20110713","20170228","","","A82044","20110713","20170228","","","","","1","","A","","",""
"A82044003","GRIFFIN CLOSE","Y54","Q74","GRIFFIN CLOSE MEDICAL CENTRE","GRIFFIN CLOSE","","FRIZINGTON","CUMBRIA","CA26 3SH","20110713","","","","A82044","20110713","","","","","","0","","A","","",""
"A82044004","FLATT WALKS","Y54","Q74","FLATT WALKS HEALTH CENTRE","CASTLE MEWS","","WHITEHAVEN","CUMBRIA","CA28 7QE","20110713","","","","A82044","20110713","","","","","","0","","A","","",""
"A82053001","DR NORMAN","Y54","Q84","CONSTANCE COTTAGE","","","WITHERSLACK","CUMBRIA","LA11 6RW","20040401","","","","A82053","20040401","","015395 32108","","","","1","","B","","",""
"A82065001","DR PHIZACKLEA","Y54","Q84","NUTWOOD SURGERY","WINDERMERE ROAD","","GRANGE-OVER-SANDS","CUMBRIA","LA11 6EG","20050401","","","","A82065","20050401","","015395 33018","","","","1","","B","","",""
"A82065002","FAIRFIELD SURGERY","Y54","Q84","STATION ROAD","FLOOKBURGH","","GRANGE-OVER-SANDS","CUMBRIA","LA11 7JY","20160401","","","","A82065","20160401","","","","","","1","","B","","",""
"A82070001","DR BURNS P & PARTNERS","Y54","Q84","STAVELEY SURGERY","9 CROOK ROAD","STAVELEY","KENDAL","CUMBRIA","LA8 9NG","20040401","","","","A82070","20040401","","","","","","1","","B","","",""
"A82071001","JEELANI","Y54","Q84","42 MIDDLEFIELD","","","ORMSGILL","CUMBRIA","LA14 4BX","20040401","","","","A82071","20040401","","","","","","1","","B","","",""
"A82074001","DR FLETCHER","Y54","Q84","20A EMESGATE LANE","SILVERDALE","","CARNFORTH","LANCASHIRE","LA5 0RA","20050401","","","","A82074","20050401","","01524 701744","","","","1","","B","","",""
"A82608001","DR LUMB W & PARTNER","Y54","Q84","METHODIST CHURCH HALL","DENT","","SEDBERGH","CUMBRIA","LA10 5QJ","20040401","","","","A82608","20040401","","","","","","1","","B","","",""
"A82635001","DR WARD MORTON SURGERY","Y54","Q74","LANGRIGG ROAD","","","CARLISLE","CUMBRIA","CA2 6DT","20040401","20161231","","","A82635","20040401","20161231","01228 590818","","","","0","","A","","",""
"A82647001","DR MILLIGAN","Y54","Q84","49 MAIN STREET","FLOOKBURGH","","GRANGE-OVER-SANDS","CUMBRIA","LA11 7LA","20040401","","","","A82647","20040401","","015395 58228","","","","1","","B","","",""
"A82650001","HAVERTHWAITE BRANCH SURGERY","Y54","Q84","GREENODD VILLAGE HALL","GREENODD","","ULVERSTON","CUMBRIA","LA12 7QZ","20120401","","","","A82650","20120401","","","","","","1","","B","","",""
"A82651001","DR NL HALL & DR LA WILSON","Y54","Q84","BROUGHTON SURGERY","C/O THE VICTORY HALL","","BROUGHTON-IN-FURNESS","CUMBRIA","LA20 6HN","20040401","","","","A82651","20040401","","","","","","1","","B","","",""
"A82651002","THE SURGERY","Y54","Q84","FOXFIELD ROAD","","","BROUGHTON-IN-FURNESS","CUMBRIA","LA20 6EZ","20080501","","","","A82651","20080501","","","","","","1","","B","","",""
"A83001001","BYERS GREEN","Y54","Q74","THE SURGERY","24 GREENRISE","BYERS GREEN","SPENNYMOOR","COUNTY DURHAM","DL16 7PL","20040401","","","","A83001","20040401","","","","","","0","","A","","",""
"A83007001","PETERLEE","Y54","Q74","PETERLEE COMMUNITY HOSPITAL","O'NEILL DRIVE","","PETERLEE","COUNTY DURHAM","SR8 5UQ","20040401","","","","A83007","20040401","","0191 5864331","","","","0","","A","","",""
"A83011001","STUDENT HEALTH CENTRE, DURHAM","Y54","Q74","CLAYPATH & UNIVERSITY MEDICAL GROUP","UNIVERSITY HEALTH AUTHORITY","GREEN LANE, OLD ELVET","DURHAM","COUNTY DURHAM","DH1 3JX","20040401","","","","A83011","20040401","","01913 865081","","","","0","","A","","",""
"A83012001","ARBROATH HOUSE, EASINGTON COLLIER","Y54","Q74","ARBROATH HOUSE","SEASIDE LANE SOUTH","EASINGTON COLLIERY","PETERLEE","COUNTY DURHAM","SR8 3PE","20040401","","","","A83012","20040401","","0191 5270328","","","","0","","A","","",""
"A83014001","BELMONT & SHERBURN MEDICAL GROUP","Y54","Q74","SHERBURN SURGERY","GRAY AVENUE","SHERBURN VILLAGE","DURHAM","COUNTY DURHAM","DH6 1JE","20040401","","","","A83014","20040401","","0191 3720441","","","","0","","A","","",""
"A83015001","COUNDON","Y54","Q74","COUNDON HEALTH CENTRE","VICTORIA LANE","","BISHOP AUCKLAND","COUNTY DURHAM","DL14 8NP","20040401","","","","A83015","20040401","","01388 603115","","","","0","","A","","",""
"A83017001","DUNELM ROAD, THORNLEY","Y54","Q74","THE SURGERY","DUNELM ROAD","THORNLEY","DURHAM","COUNTY DURHAM","DH6 3HW","20040401","20160401","","","A83017","20040401","20160401","01429 820235","","","","0","","A","","",""
"A83017002","LUDWORTH","Y54","Q74","LUDWORTH COMMUNITY HALL","FRONT STREET","LUDWORTH","DURHAM","COUNTY DURHAM","DH6 1PA","20040401","20160630","","","A83017","20040401","20160630","","","","","0","","A","","",""
"A83017003","THE SURGERY - KELLHOE","Y54","Q74","KELLOE HEALTH CENTRE","2 THE GREEN","WOODLAND CRESCENT, KELLOE","DURHAM","COUNTY DURHAM","DH6 4NU","20040401","","","","A83017","20040401","","0191 3772162","","","","0","","A","","",""
"A83017004","THE SURGERY - WHEATLEY HILL","Y54","Q74","ASHMORE TERRACE","WHEATLEY HILL","","DURHAM","COUNTY DURHAM","DH6 3NP","20141001","","","","A83017","20141001","","","","","","0","","A","","",""
"A83019001","PETERLEE HEALTH CENTRE","Y54","Q74","PETERLEE HEALTH CENTRE","SUITE NO 3","","PETERLEE","COUNTY DURHAM","SR8 1AD","20040401","","","","A83019","20040401","","0191 5867414","","","","0","","A","","",""
"A83019002","HASWELL SURGERY","Y54","Q74","FRONT STREET EAST","HASWELL","","DURHAM","COUNTY DURHAM","DH6 2EW","20040401","","","","A83019","20040401","","0191 5263200","","","","0","","A","","",""
"A83021001","ST HELENS, AUCKLAND","Y54","Q74","THE SURGERY","16 MANOR ROAD","ST HELENS AUCKLAND","BISHOP AUCKLAND","COUNTY DURHAM","DL14 9EP","20040401","","","","A83021","20040401","","01388 604163","","","","0","","A","","",""
"A83021002","TOFT HILL","Y54","Q74","THE SURGERY","51 TOFT HILL","","BISHOP AUCKLAND","COUNTY DURHAM","DL14 0JA","20040401","","","","A83021","20040401","","01388 834843","","","","0","","A","","",""
"A83022001","MEADOWFIELD","Y54","Q74","THE SURGERY","SAWMILLS LANE","MEADOWFIELD","DURHAM","COUNTY DURHAM","DH7 8NH","20040401","","","","A83022","20040401","","0191 3780651","","","","0","","A","","",""
"A83022003","ESH WINNING","Y54","Q74","MACKENZIE HOUSE","NEW ROAD HOUSE","ESH WINNING","DURHAM","COUNTY DURHAM","DH7 9LA","20040401","","","","A83022","20040401","","0191 3734232","","","","0","","A","","",""
"A83022004","USHAW MOOR","Y54","Q74","MILLYARD HOUSE","DURHAM ROAD","USHAW MOOR","DURHAM","COUNTY DURHAM","DH7 7QH","20040401","","","","A83022","20040401","","0191 3730202","","","","0","","A","","",""
"A83022005","TOW LAW","Y54","Q74","CHARLTON HOUSE","REAR HIGH STREET","TOW LAW","BISHOP AUCKLAND","COUNTY DURHAM","DL13 4DH","20040401","","","","A83022","20040401","","01388 730251","","","","0","","A","","",""
"A83022006","SIR BOBBY ROBSON HOUSE","Y54","Q74","RUTHERFORD COURT","LANGLEY PARK","","DURHAM","COUNTY DURHAM","DH7 9XD","20121001","","","","A83022","20121001","","","","","","0","","A","","",""
"A83023001","QUASEM - SOUTH MOOR","Y54","Q74","STANLEY MEDICAL GROUP","16 FRONT STREET","ANNFIELD PLAIN","STANLEY","COUNTY DURHAM","DH9 8HY","20040401","","","","A83023","20040401","","01207 233593","","","","0","","A","","",""
"A83025001","COUNDON","Y54","Q74","COUNDON HEALTH CENTRE","VICTORIA LANE","COUNDON","BISHOP AUCKLAND","COUNTY DURHAM","DL14 8NP","20040401","","","","A83025","20040401","","01388 604526","","","","0","","A","","",""
"A83028001","WOODLANDS SURGERY","Y54","Q74","VIGO LANE","RICKLETON","","WASHINGTON","TYNE AND WEAR","NE38 9EJ","20040401","","","","A83028","20040401","","0191 4178842","","","","0","","A","","",""
"A83030001","GILESGATE","Y54","Q74","GILESGATE MEDICAL CENTRE","SUNDERLAND ROAD","GILESGATE","DURHAM","COUNTY DURHAM","DH1 2QQ","20040401","","","","A83030","20040401","","0191 3864242","","","","0","","A","","",""
"A83030002","MEDICAL CENTRE, FRAMWELLGATE MOOR","Y54","Q74","MEDICAL CENTRE","50 FRONT STREET","FRAMWELLGATE MOOR","DURHAM","COUNTY DURHAM","DH1 5BL","20040401","","","","A83030","20040401","","0191 3866044","","","","0","","A","","",""
"A83032001","DOVECOTE STREET SURGERY","Y54","Q74","STAINDROP","","","DARLINGTON","COUNTY DURHAM","DL2 3JT","20040401","","","","A83032","20040401","","01833 660342","","","","0","","A","","",""
"A83032002","STONES END","Y54","Q74","1 STONES END","EVENWOOD","","BISHOP AUCKLAND","COUNTY DURHAM","DL14 9RE","20090401","","","","A83032","20090401","","","","","","0","","A","","",""
"A83033001","PELTON FELL","Y54","Q74","FELLROSE SURGERY","PELTON FELL","PELTON FELL","CHESTER LE STREET","COUNTY DURHAM","DH2 2NH","20040401","","","","A83033","20040401","","01913333140","","","","0","","A","","",""
"A83035001","WOLSINGHAM SURGERY","Y54","Q74","MARKET PLACE","WOLSINGHAM","","BISHOP AUCKLAND","COUNTY DURHAM","DL13 3AB","20040401","","","","A83035","20040401","","01388 527691","","","","0","","A","","",""
"A83035002","ST JOHN'S CHAPEL","Y54","Q74","HOOD STREET","ST JOHN'S CHAPEL","","BISHOP AUCKLAND","COUNTY DURHAM","DL13 1QW","20040401","","","","A83035","20040401","","01388 537296","","","","0","","A","","",""
"A83037001","HEIGHINGTON","Y54","Q74","THE SURGERY","30 WEST GREEN","HEIGHINGTON","DARLINGTON","COUNTY DURHAM","DL5 6PE","20040401","","","","A83037","20040401","","01325 321619","","","","0","","A","","",""
"A83038003","STANLEY HEALTH CENTRE","Y54","Q74","BLUE SUITE","CLIFFORD ROAD","","STANLEY","COUNTY DURHAM","DH9 0XE","20040401","","","","A83038","20040401","","01207 214924","","","","0","","A","","",""
"A83042001","PETERLEE HEALTH CENTRE","Y54","Q74","PETERLEE HEALTH CENTRE","SUITE NO 2","","PETERLEE","COUNTY DURHAM","SR8 1AD","20040401","","","","A83042","20040401","","0191 5867414","","","","0","","A","","",""
"A83044001","PETERLEE HEALTH CENTRE","Y54","Q74","PETERLEE HEALTH CENTRE","","","PETERLEE","COUNTY DURHAM","SR8 1AD","20040401","","","","A83044","20040401","","0191 5870808","","","","0","","A","","",""
"A83045001","CHILTON HEALTH CENTRE","Y54","Q74","NORMAN TERRACE","CHILTON","","FERRYHILL","COUNTY DURHAM","DL17 0HF","20040401","","","","A83045","20040401","","","","","","0","","A","","",""
"A83045002","BISHOP MIDDLEHAM","Y54","Q74","VILLAGE HALL","FRONT STREET","BISHOP MIDDLEHAM","FERRYHILL","COUNTY DURHAM","DL17 9AJ","20040401","20160630","","","A83045","20040401","20160630","","","","","0","","A","","",""
"A83049001","THE SURGERY","Y54","Q74","CONSETT PARK TERRACE","","","CONSETT","COUNTY DURHAM","DH8 8ET","20040401","","","","A83049","20040401","","01207 509278","","","","0","","A","","",""
"A83049002","QUEENS ROAD - MEDOMSLEY","Y54","Q74","THE SURGERY","8 MANOR ROAD","MEDOMSLEY","CONSETT","COUNTY DURHAM","DH8 6QW","20040401","","","","A83049","20040401","","01207 560212","","","","0","","A","","",""
"A83054001","FISHBURN","Y54","Q74","FALLSCROFT","1 BUTTERWICK ROAD","FISHBURN","STOCKTON ON TEES","CLEVELAND","TS21 4AP","20040401","","","","A83054","20040401","","01740 620284","","","","0","","A","","",""
"A83054002","BISHOP MIDDLEHAM","Y54","Q74","CHURCH HALL","BISHOP MIDDLEHAM","FERRYHILL","FERRYHILL","COUNTY DURHAM","DL17 9AF","20040401","","","","A83054","20040401","","","","","","0","","A","","",""
"A83054003","TRIMDON COLLIERY","Y54","Q74","MEDICAL CENTRE","GROSVENOR TERRACE","TRIMDON COLLIERY","TRIMDON STATION","COUNTY DURHAM","TS29 6DH","20040401","","","","A83054","20040401","","01429 880284","","","","0","","A","","",""
"A83054004","TRIMDON","Y54","Q74","THE SURGERY","18 WYNYARD ROAD","TRIMDON","TRIMDON STATION","COUNTY DURHAM","TS29 6JH","20040401","","","","A83054","20040401","","01429 880254","","","","0","","A","","",""
"A83057001","PETERLEE HEALTH CENTRE","Y54","Q74","PETERLEE HEALTH CENTRE","SUITE NO 9","","PETERLEE","COUNTY DURHAM","SR8 1AD","20040401","","","","A83057","20040401","","","","","","0","","A","","",""
"A83060001","HIGH ETHERLEY","Y54","Q74","THE SURGERY","CHURCH VIEW","HIGH ETHERLEY","BISHOP AUCKLAND","COUNTY DURHAM","DL14 0HS","20040401","","","","A83060","20040401","","01388 834971","","","","0","","A","","",""
"A83066001","ELDON LANE","Y54","Q74","DENE VALLEY SURGERY","23/24 SPENCER STREET","ELDON LANE","BISHOP AUCKLAND","COUNTY DURHAM","DL14 8TL","20040401","","","","A83066","20040401","","01325 311300","","","","0","","A","","",""
"A83066002","SHILDON","Y54","Q74","THE SURGERY","9 BURKE STREET","","SHILDON","COUNTY DURHAM","DL4 1AA","20040401","","","","A83066","20040401","","01325 311300","","","","0","","A","","",""
"A83068001","PETERLEE HEALTH CENTRE","Y54","Q74","PETERLEE HEALTH CENTRE","SUITE NO 1","","PETERLEE","COUNTY DURHAM","SR8 1AD","20040401","20161231","","","A83068","20040401","20161231","0191 5872798","","","","0","","A","","",""
"A83070001","SADBERGE","Y54","Q74","SADBERGE ROAD","MIDDLETON ST. GEORGE","","DARLINGTON","COUNTY DURHAM","DL2 1RL","20050401","","","","A83070","20050401","","","","","","0","","A","","",""
"A83070002","LONG NEWTON","Y54","Q74","COMMUNITY CENTRE","LONG NEWTON","","STOCKTON-ON-TEES","CLEVELAND","TS21 1BX","20040401","","","","A83070","20040401","","01642 580031","","","","0","","A","","",""
"A83071001","SEAHAM","Y54","Q74","NEW SEAHAM MEDICAL CENTRE","EAST DENE ROAD","","SEAHAM","COUNTY DURHAM","SR7 8DY","20040401","","","","A83071","20040401","","0191 5815552","","","","0","","A","","",""
"A83073001","LAMBERT - LOUISA SURGERY, STANLEY","Y54","Q74","LOUISA SURGERY","STANLEY","","STANLEY","COUNTY DURHAM","DH9 8AA","20040401","","","","A83073","20040401","","01207 213800","","","","0","","A","","",""
"A83076001","GOPI - STANLEY HEALTH CENTRE","Y54","Q74","STANLEY HEALTH CENTRE","CLIFFORD ROAD","","STANLEY","COUNTY DURHAM","DH9 0XE","20040401","","","","A83076","20040401","","01207 214916","","","","0","","A","","",""
"A83603001","BYERS GREEN","Y54","Q74","THE SURGERY","24 GREENRISE","BYERS GREEN","SPENNYMOOR","COUNTY DURHAM","DL16 7PL","20040401","","","","A83603","20040401","","","","","","0","","A","","",""
"A83616001","EASINGTON","Y54","Q74","EASINGTON MEDICAL CENTRE","SCHOOL STREET","","PETERLEE","COUNTY DURHAM","SR8 3PR","20040401","","","","A83616","20040401","","0191 5270529","","","","0","","A","","",""
"A83616002","PETERLEE","Y54","Q74","PETERLEE HEALTH CENTRE","","","PETERLEE","COUNTY DURHAM","SR8 1AD","20040401","","","","A83616","20040401","","0191 5865029","","","","0","","A","","",""
"A83617001","NAGI - CROFT VIEW, LANCHESTER","Y54","Q74","CROFT VIEW SURGERY","3 CROFT VIEW","LANCHESTER","DURHAM","COUNTY DURHAM","DH7 0HY","20040401","","","","A83617","20040401","","01207 521906","","","","0","","A","","",""
"A83619001","PETERLEE HEALTH CENTRE","Y54","Q74","PETERLEE HEALTH CENTRE","PETERLEE","","PETERLEE","COUNTY DURHAM","SR8 1AD","20040401","","","","A83619","20040401","","0191 5867414","","","","0","","A","","",""
"A83619002","HASWELL BRANCH SURGERY","Y54","Q74","FRONT STREET EAST","HASWELL","","DURHAM","COUNTY DURHAM","DH6 2BL","20040401","","","","A83619","20040401","","0191 5263900","","","","0","","A","","",""
"A83626001","COCKFIELD","Y54","Q74","THE SURGERY","30 LANDSBANK","COCKFIELD","BISHOP AUCKLAND","COUNTY DURHAM","DL13 5AR","20040401","","","","A83626","20040401","","","","","","0","","A","","",""
"A83626002","VILLAGE HALL, HAMSTERLEY","Y54","Q74","VILLAGE HALL","SAUNDERS AVENUE","HAMSTERLEY","BISHOP AUCKLAND","COUNTY DURHAM","DL13 3PX","20040401","","","","A83626","20040401","","","","","","0","","A","","",""
"A83626003","VILLAGE HALL, TOFT HILL","Y54","Q74","VILLAGE HALL","TOFT HILL","","BISHOP AUCKLAND","COUNTY DURHAM","DL14 0PU","20040401","","","","A83626","20040401","","","","","","0","","A","","",""
"A83627001","EASINGTON LANE","Y54","Q74","THE SURGERY","14B HIGH STREET","EASINGTON LANE","HOUGHTON LE SPRING","TYNE AND WEAR","DH5 0JN","20040401","","","","A83627","20040401","","0191 5268581","","","","0","","A","","",""
"A83632001","DHUNY - STANLEY HEALTH CENTRE","Y54","Q74","STANLEY HEALTH CENTRE","CLIFFORD ROAD","","STANLEY","COUNTY DURHAM","DH9 0XE","20040401","","","","A83632","20040401","","01207 239825","","","","0","","A","","",""
"A83637001","PELTON","Y54","Q74","THE LAVENDER CENTRE","PELTON LANE","PELTON","CHESTER LE STREET","COUNTY DURHAM","DH2 1HS","20040401","","","","A83637","20040401","","0191 3700598","","","","0","","A","","",""
"A84002001","LONGFRAMLINGTON SURGERY","Y54","Q74","LONGFRAMLINGTON","","","MORPETH","NORTHUMBERLAND","NE65 8AD","20050401","","","","A84002","20050401","","","","","","0","","A","","",""
